id,sequence,task,choices,response,response_type,domain,enc_task,enc_response,rt,confidence,confidence_time,correct,valid,age,gender,education,puzzles,maths,condition,experience,strategies,system12,unfocused,adjusted,helpful
DYWLKGUGOJ,9,Some not;packers;tutors/No;butchers;tutors,Some not;butchers;packers|All;butchers;packers|No;packers;butchers|Some not;packers;butchers|Some;butchers;packers|Some;packers;butchers|All;packers;butchers|NVC|No;butchers;packers,No;butchers;packers,single-choice,syllogistic,OE3,Eca,36.27476300001141,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,10,Some;judges;porters/Some;brewers;porters,Some not;brewers;judges|All;brewers;judges|No;judges;brewers|Some not;judges;brewers|Some;brewers;judges|Some;judges;brewers|All;judges;brewers|NVC|No;brewers;judges,Some;judges;brewers,single-choice,syllogistic,II3,Iac,26.635802999973272,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,11,All;athletes;lawyers/No;athletes;hunters,Some not;hunters;lawyers|All;hunters;lawyers|No;lawyers;hunters|Some not;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|All;lawyers;hunters|NVC|No;hunters;lawyers,No;lawyers;hunters,single-choice,syllogistic,AE4,Eac,24.23865200018882,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,12,Some;students;cyclists/No;buyers;cyclists,Some not;buyers;students|All;buyers;students|No;students;buyers|Some not;students;buyers|Some;buyers;students|Some;students;buyers|All;students;buyers|NVC|No;buyers;students,Some;students;buyers,single-choice,syllogistic,IE3,Iac,17.529582333405838,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,13,Some not;bakers;sculptors/No;bakers;gamblers,Some not;gamblers;sculptors|All;gamblers;sculptors|No;sculptors;gamblers|Some not;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|All;sculptors;gamblers|NVC|No;gamblers;sculptors,No;gamblers;sculptors,single-choice,syllogistic,OE4,Eca,55.502449333270434,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,14,All;engineers;therapists/Some;engineers;travelers,Some not;travelers;therapists|All;travelers;therapists|No;therapists;travelers|Some not;therapists;travelers|Some;travelers;therapists|Some;therapists;travelers|All;therapists;travelers|NVC|No;travelers;therapists,Some;therapists;travelers,single-choice,syllogistic,AI4,Iac,20.52639100003244,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,15,All;analysts;counselors/Some;opticians;counselors,Some not;opticians;analysts|All;opticians;analysts|No;analysts;opticians|Some not;analysts;opticians|Some;opticians;analysts|Some;analysts;opticians|All;analysts;opticians|NVC|No;opticians;analysts,Some;analysts;opticians,single-choice,syllogistic,AI3,Iac,25.70364200019833,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,16,Some;trainers;chefs/Some not;chefs;bankers,Some not;bankers;trainers|All;bankers;trainers|No;trainers;bankers|Some not;trainers;bankers|Some;bankers;trainers|Some;trainers;bankers|All;trainers;bankers|NVC|No;bankers;trainers,Some;trainers;bankers,single-choice,syllogistic,IO1,Iac,37.39024499988557,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,17,Some;actuaries;riders/Some not;actuaries;designers,Some not;designers;riders|All;designers;riders|No;riders;designers|Some not;riders;designers|Some;designers;riders|Some;riders;designers|All;riders;designers|NVC|No;designers;riders,Some not;riders;designers,single-choice,syllogistic,IO4,Oac,26.585870333274165,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,18,All;surfers;boxers/Some not;boxers;florists,Some not;florists;surfers|All;florists;surfers|No;surfers;florists|Some not;surfers;florists|Some;florists;surfers|Some;surfers;florists|All;surfers;florists|NVC|No;florists;surfers,Some;surfers;florists,single-choice,syllogistic,AO1,Iac,27.518114333470653,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,19,Some not;climbers;secretaries/Some;fencers;climbers,Some not;fencers;secretaries|All;fencers;secretaries|No;secretaries;fencers|Some not;secretaries;fencers|Some;fencers;secretaries|Some;secretaries;fencers|All;secretaries;fencers|NVC|No;fencers;secretaries,Some not;fencers;secretaries,single-choice,syllogistic,OI2,Oca,34.57680599999426,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,20,Some not;novelists;campers/Some not;joggers;novelists,Some not;joggers;campers|All;joggers;campers|No;campers;joggers|Some not;campers;joggers|Some;joggers;campers|Some;campers;joggers|All;campers;joggers|NVC|No;joggers;campers,Some not;campers;joggers,single-choice,syllogistic,OO2,Oac,60.5467249999046,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,21,No;architects;trainers/All;architects;designers,Some not;designers;trainers|All;designers;trainers|No;trainers;designers|Some not;trainers;designers|Some;designers;trainers|Some;trainers;designers|All;trainers;designers|NVC|No;designers;trainers,No;trainers;designers,single-choice,syllogistic,EA4,Eac,57.466921333392406,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,22,Some not;teachers;golfers/All;golfers;bankers,Some not;bankers;teachers|All;bankers;teachers|No;teachers;bankers|Some not;teachers;bankers|Some;bankers;teachers|Some;teachers;bankers|All;teachers;bankers|NVC|No;bankers;teachers,Some;bankers;teachers,single-choice,syllogistic,OA1,Ica,9.439036000013353,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,23,No;auditors;cleaners/Some not;cleaners;painters,Some not;painters;auditors|All;painters;auditors|No;auditors;painters|Some not;auditors;painters|Some;painters;auditors|Some;auditors;painters|All;auditors;painters|NVC|No;painters;auditors,No;auditors;painters,single-choice,syllogistic,EO1,Eac,36.75760899996753,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,24,All;tellers;carpenters/All;artists;tellers,Some not;artists;carpenters|All;artists;carpenters|No;carpenters;artists|Some not;carpenters;artists|Some;artists;carpenters|Some;carpenters;artists|All;carpenters;artists|NVC|No;artists;carpenters,All;artists;carpenters,single-choice,syllogistic,AA2,Aca,10.93742200016975,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,25,Some not;mayors;cooks/Some not;swimmers;cooks,Some not;swimmers;mayors|All;swimmers;mayors|No;mayors;swimmers|Some not;mayors;swimmers|Some;swimmers;mayors|Some;mayors;swimmers|All;mayors;swimmers|NVC|No;swimmers;mayors,Some;mayors;swimmers,single-choice,syllogistic,OO3,Iac,69.20339400005359,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,26,Some;assistants;farmers/Some not;scholars;assistants,Some not;scholars;farmers|All;scholars;farmers|No;farmers;scholars|Some not;farmers;scholars|Some;scholars;farmers|Some;farmers;scholars|All;farmers;scholars|NVC|No;scholars;farmers,Some;scholars;farmers,single-choice,syllogistic,IO2,Ica,38.58885899996757,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,27,No;packers;porters/All;hunters;porters,Some not;hunters;packers|All;hunters;packers|No;packers;hunters|Some not;packers;hunters|Some;hunters;packers|Some;packers;hunters|All;packers;hunters|NVC|No;hunters;packers,No;hunters;packers,single-choice,syllogistic,EA3,Eca,21.17539900016789,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,28,Some;cleaners;mayors/All;models;cleaners,Some not;models;mayors|All;models;mayors|No;mayors;models|Some not;mayors;models|Some;models;mayors|Some;mayors;models|All;mayors;models|NVC|No;models;mayors,Some;models;mayors,single-choice,syllogistic,IA2,Ica,31.2805073333582,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,29,Some not;judges;athletes/Some;athletes;drillers,Some not;drillers;judges|All;drillers;judges|No;judges;drillers|Some not;judges;drillers|Some;drillers;judges|Some;judges;drillers|All;judges;drillers|NVC|No;drillers;judges,Some;judges;drillers,single-choice,syllogistic,OI1,Iac,35.20933400011057,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,30,No;editors;dancers/Some;scholars;editors,Some not;scholars;dancers|All;scholars;dancers|No;dancers;scholars|Some not;dancers;scholars|Some;scholars;dancers|Some;dancers;scholars|All;dancers;scholars|NVC|No;scholars;dancers,No;scholars;dancers,single-choice,syllogistic,EI2,Eca,21.575114000082003,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,31,All;scientists;golfers/Some;golfers;workers,Some not;workers;scientists|All;workers;scientists|No;scientists;workers|Some not;scientists;workers|Some;workers;scientists|Some;scientists;workers|All;scientists;workers|NVC|No;workers;scientists,Some;scientists;workers,single-choice,syllogistic,AI1,Iac,11.986087999820707,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,32,Some not;planners;surfers/No;artists;planners,Some not;artists;surfers|All;artists;surfers|No;surfers;artists|Some not;surfers;artists|Some;artists;surfers|Some;surfers;artists|All;surfers;artists|NVC|No;artists;surfers,Some;artists;surfers,single-choice,syllogistic,OE2,Ica,63.19381200003631,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,33,All;scientists;chefs/No;chefs;runners,Some not;runners;scientists|All;runners;scientists|No;scientists;runners|Some not;scientists;runners|Some;runners;scientists|Some;scientists;runners|All;scientists;runners|NVC|No;runners;scientists,No;scientists;runners,single-choice,syllogistic,AE1,Eac,18.994737999916087,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,34,No;counselors;riders/Some not;joggers;counselors,Some not;joggers;riders|All;joggers;riders|No;riders;joggers|Some not;riders;joggers|Some;joggers;riders|Some;riders;joggers|All;riders;joggers|NVC|No;joggers;riders,Some;joggers;riders,single-choice,syllogistic,EO2,Ica,40.952710999965646,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,35,Some;doctors;planners/No;planners;typists,Some not;typists;doctors|All;typists;doctors|No;doctors;typists|Some not;doctors;typists|Some;typists;doctors|Some;doctors;typists|All;doctors;typists|NVC|No;typists;doctors,Some not;doctors;typists,single-choice,syllogistic,IE1,Oac,23.38960100007059,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,36,All;potters;sculptors/Some not;miners;potters,Some not;miners;sculptors|All;miners;sculptors|No;sculptors;miners|Some not;sculptors;miners|Some;miners;sculptors|Some;sculptors;miners|All;sculptors;miners|NVC|No;miners;sculptors,Some not;miners;sculptors,single-choice,syllogistic,AO2,Oca,20.09341700005532,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,37,Some;poets;agents/All;skaters;agents,Some not;skaters;poets|All;skaters;poets|No;poets;skaters|Some not;poets;skaters|Some;skaters;poets|Some;poets;skaters|All;poets;skaters|NVC|No;skaters;poets,Some;skaters;poets,single-choice,syllogistic,IA3,Ica,24.82132799983028,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,38,Some;managers;waiters/All;waiters;brokers,Some not;brokers;managers|All;brokers;managers|No;managers;brokers|Some not;managers;brokers|Some;brokers;managers|Some;managers;brokers|All;managers;brokers|NVC|No;brokers;managers,Some not;managers;brokers,single-choice,syllogistic,IA1,Oac,31.846577000141153,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,39,Some not;writers;poets/Some not;writers;singers,Some not;singers;poets|All;singers;poets|No;poets;singers|Some not;poets;singers|Some;singers;poets|Some;poets;singers|All;poets;singers|NVC|No;singers;poets,Some not;singers;poets,single-choice,syllogistic,OO4,Oca,84.23603099989882,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,40,Some not;boxers;dancers/All;boxers;typists,Some not;typists;dancers|All;typists;dancers|No;dancers;typists|Some not;dancers;typists|Some;typists;dancers|Some;dancers;typists|All;dancers;typists|NVC|No;typists;dancers,Some not;typists;dancers,single-choice,syllogistic,OA4,Oca,12.56883433326085,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,41,All;linguists;students/Some not;linguists;climbers,Some not;climbers;students|All;climbers;students|No;students;climbers|Some not;students;climbers|Some;climbers;students|Some;students;climbers|All;students;climbers|NVC|No;climbers;students,Some not;climbers;students,single-choice,syllogistic,AO4,Oca,32.81204400014876,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,42,All;linguists;carpenters/Some;divers;linguists,Some not;divers;carpenters|All;divers;carpenters|No;carpenters;divers|Some not;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|All;carpenters;divers|NVC|No;divers;carpenters,Some;divers;carpenters,single-choice,syllogistic,AI2,Ica,20.792655999898923,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,43,No;assistants;soldiers/Some;assistants;barbers,Some not;barbers;soldiers|All;barbers;soldiers|No;soldiers;barbers|Some not;soldiers;barbers|Some;barbers;soldiers|Some;soldiers;barbers|All;soldiers;barbers|NVC|No;barbers;soldiers,No;barbers;soldiers,single-choice,syllogistic,EI4,Eca,19.92695533331235,,,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,44,Some;cyclists;lifeguards/Some;divers;cyclists,Some not;divers;lifeguards|All;divers;lifeguards|No;lifeguards;divers|Some not;lifeguards;divers|Some;divers;lifeguards|Some;lifeguards;divers|All;lifeguards;divers|NVC|No;divers;lifeguards,Some;divers;lifeguards,single-choice,syllogistic,II2,Ica,16.814036000013356,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,45,All;nurses;actors/All;actors;drillers,Some not;drillers;nurses|All;drillers;nurses|No;nurses;drillers|Some not;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|All;nurses;drillers|NVC|No;drillers;nurses,All;nurses;drillers,single-choice,syllogistic,AA1,Aac,6.60906799983978,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,46,No;dentists;lifeguards/All;plumbers;dentists,Some not;plumbers;lifeguards|All;plumbers;lifeguards|No;lifeguards;plumbers|Some not;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|All;lifeguards;plumbers|NVC|No;plumbers;lifeguards,No;plumbers;lifeguards,single-choice,syllogistic,EA2,Eca,24.504915333350482,,,True,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,47,No;managers;clerks/No;clerks;models,Some not;models;managers|All;models;managers|No;managers;models|Some not;managers;models|Some;models;managers|Some;managers;models|All;managers;models|NVC|No;models;managers,No;managers;models,single-choice,syllogistic,EE1,Eac,24.371880333264674,,,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,48,Some not;boxers;architects/All;runners;architects,Some not;runners;boxers|All;runners;boxers|No;boxers;runners|Some not;boxers;runners|Some;runners;boxers|Some;boxers;runners|All;boxers;runners|NVC|No;runners;boxers,Some not;boxers;runners,single-choice,syllogistic,OA3,Oac,30.032069666544633,80.0,3.246279000043869,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,49,Some;chefs;trainers/All;chefs;bankers,Some not;bankers;trainers|All;bankers;trainers|No;trainers;bankers|Some not;trainers;bankers|Some;bankers;trainers|Some;trainers;bankers|All;trainers;bankers|NVC|No;bankers;trainers,Some;bankers;trainers,single-choice,syllogistic,IA4,Ica,11.419948333342866,100.0,2.2308380000591277,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,50,Some not;novelists;analysts/All;travelers;novelists,Some not;travelers;analysts|All;travelers;analysts|No;analysts;travelers|Some not;analysts;travelers|Some;travelers;analysts|Some;analysts;travelers|All;analysts;travelers|NVC|No;travelers;analysts,Some not;travelers;analysts,single-choice,syllogistic,OA2,Oca,8.140494333585098,100.0,2.0476610000133513,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,51,Some;tutors;packers/Some;tutors;butchers,Some not;butchers;packers|All;butchers;packers|No;packers;butchers|Some not;packers;butchers|Some;butchers;packers|Some;packers;butchers|All;packers;butchers|NVC|No;butchers;packers,Some;butchers;packers,single-choice,syllogistic,II4,Ica,25.670367333491697,29.0,4.311698999881744,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,52,No;investors;bakers/All;bakers;sailors,Some not;sailors;investors|All;sailors;investors|No;investors;sailors|Some not;investors;sailors|Some;sailors;investors|Some;investors;sailors|All;investors;sailors|NVC|No;sailors;investors,No;investors;sailors,single-choice,syllogistic,EA1,Eac,12.102683333237936,100.0,2.1142090001106255,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,53,No;investors;jugglers/Some not;barbers;jugglers,Some not;barbers;investors|All;barbers;investors|No;investors;barbers|Some not;investors;barbers|Some;barbers;investors|Some;investors;barbers|All;investors;barbers|NVC|No;barbers;investors,Some;barbers;investors,single-choice,syllogistic,EO3,Ica,6.858651333649949,90.0,2.7801139998435977,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,54,Some not;auditors;cleaners/Some;painters;cleaners,Some not;painters;auditors|All;painters;auditors|No;auditors;painters|Some not;auditors;painters|Some;painters;auditors|Some;auditors;painters|All;auditors;painters|NVC|No;painters;auditors,Some not;painters;auditors,single-choice,syllogistic,OI3,Oca,14.18359200000763,69.0,2.963144999980927,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,55,Some not;surfers;planners/No;planners;artists,Some not;artists;surfers|All;artists;surfers|No;surfers;artists|Some not;surfers;artists|Some;artists;surfers|Some;surfers;artists|All;surfers;artists|NVC|No;artists;surfers,Some;surfers;artists,single-choice,syllogistic,OE1,Iac,14.649772000074385,71.0,2.946535000085831,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,56,Some not;packers;porters/Some not;porters;hunters,Some not;hunters;packers|All;hunters;packers|No;packers;hunters|Some not;packers;hunters|Some;hunters;packers|Some;packers;hunters|All;packers;hunters|NVC|No;hunters;packers,Some;packers;hunters,single-choice,syllogistic,OO1,Iac,13.767461999893175,57.0,2.46384100008011,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,57,Some;actuaries;riders/No;actuaries;designers,Some not;designers;riders|All;designers;riders|No;riders;designers|Some not;riders;designers|Some;designers;riders|Some;riders;designers|All;riders;designers|NVC|No;designers;riders,No;designers;riders,single-choice,syllogistic,IE4,Eca,34.54339999985693,78.0,2.5803510000705727,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,58,All;poets;agents/Some not;skaters;agents,Some not;skaters;poets|All;skaters;poets|No;poets;skaters|Some not;poets;skaters|Some;skaters;poets|Some;poets;skaters|All;poets;skaters|NVC|No;skaters;poets,Some;poets;skaters,single-choice,syllogistic,AO3,Iac,32.46252800011636,49.0,2.2807499999999994,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,59,All;boxers;surfers/All;boxers;florists,Some not;florists;surfers|All;florists;surfers|No;surfers;florists|Some not;surfers;florists|Some;florists;surfers|Some;surfers;florists|All;surfers;florists|NVC|No;florists;surfers,All;surfers;florists,single-choice,syllogistic,AA4,Aac,16.480937333424873,70.0,3.612435999870299,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,60,No;soldiers;assistants/Some;assistants;barbers,Some not;barbers;soldiers|All;barbers;soldiers|No;soldiers;barbers|Some not;soldiers;barbers|Some;barbers;soldiers|Some;soldiers;barbers|All;soldiers;barbers|NVC|No;barbers;soldiers,No;soldiers;barbers,single-choice,syllogistic,EI1,Eac,12.568819000005734,88.0,2.7468560001850104,False,True,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,61,No;tutors;tailors/No;brewers;tutors,Some not;brewers;tailors|All;brewers;tailors|No;tailors;brewers|Some not;tailors;brewers|Some;brewers;tailors|Some;tailors;brewers|All;tailors;brewers|NVC|No;brewers;tailors,No;brewers;tailors,single-choice,syllogistic,EE2,Eca,5.3937239999771105,100.0,1.764620999813079,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,62,Some;analysts;counselors/Some not;opticians;counselors,Some not;opticians;analysts|All;opticians;analysts|No;analysts;opticians|Some not;analysts;opticians|Some;opticians;analysts|Some;analysts;opticians|All;analysts;opticians|NVC|No;opticians;analysts,Some;opticians;analysts,single-choice,syllogistic,IO3,Ica,7.741072999954224,68.0,2.13090499997139,False,False,29,female,none,yes,yes,control,no,2,1,0,,
DYWLKGUGOJ,63,All;chefs;scientists/No;runners;chefs,Some not;runners;scientists|All;runners;scientists|No;scientists;runners|Some not;scientists;runners|Some;runners;scientists|Some;scientists;runners|All;scientists;runners|NVC|No;runners;scientists,No;runners;scientists,single-choice,syllogistic,AE2,Eca,6.592486000061039,100.0,2.3472980000972763,False,True,29,female,none,yes,yes,control,no,2,1,0,,
EGJXUIONKA,0,All;cooks;mayors/No;cooks;swimmers,All;mayors;swimmers|NVC|Some not;swimmers;mayors|All;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some;mayors;swimmers|Some not;mayors;swimmers|Some;swimmers;mayors,No;mayors;swimmers,single-choice,syllogistic,AE4,Eac,38.974712000004615,,,False,True,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,1,All;trainers;architects/Some not;architects;designers,All;trainers;designers|NVC|Some not;designers;trainers|All;designers;trainers|No;trainers;designers|No;designers;trainers|Some;trainers;designers|Some not;trainers;designers|Some;designers;trainers,Some not;trainers;designers,single-choice,syllogistic,AO1,Oac,6.813707666667782,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,2,No;auditors;cleaners/No;cleaners;painters,All;auditors;painters|NVC|Some not;painters;auditors|All;painters;auditors|No;auditors;painters|No;painters;auditors|Some;auditors;painters|Some not;auditors;painters|Some;painters;auditors,NVC,single-choice,syllogistic,EE1,NVC,8.189324666666433,,,True,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,3,All;porters;packers/Some not;porters;hunters,All;packers;hunters|NVC|Some not;hunters;packers|All;hunters;packers|No;packers;hunters|No;hunters;packers|Some;packers;hunters|Some not;packers;hunters|Some;hunters;packers,Some not;packers;hunters,single-choice,syllogistic,AO4,Oac,14.108102666663477,,,True,True,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,4,Some not;linguists;carpenters/Some;linguists;divers,All;carpenters;divers|NVC|Some not;divers;carpenters|All;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some;carpenters;divers|Some not;carpenters;divers|Some;divers;carpenters,All;divers;carpenters,single-choice,syllogistic,OI4,Aca,5.106076666670532,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,5,All;scientists;chefs/Some;runners;chefs,All;scientists;runners|NVC|Some not;runners;scientists|All;runners;scientists|No;scientists;runners|No;runners;scientists|Some;scientists;runners|Some not;scientists;runners|Some;runners;scientists,Some;runners;scientists,single-choice,syllogistic,AI3,Ica,8.819873999997922,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,6,No;linguists;students/No;linguists;climbers,All;students;climbers|NVC|Some not;climbers;students|All;climbers;students|No;students;climbers|No;climbers;students|Some;students;climbers|Some not;students;climbers|Some;climbers;students,Some;students;climbers,single-choice,syllogistic,EE4,Iac,13.94299966667098,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,7,Some;athletes;lawyers/Some;hunters;athletes,All;lawyers;hunters|NVC|Some not;hunters;lawyers|All;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some;lawyers;hunters|Some not;lawyers;hunters|Some;hunters;lawyers,Some not;lawyers;hunters,single-choice,syllogistic,II2,Oac,11.621317333338158,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,8,All;chefs;trainers/Some not;bankers;chefs,All;trainers;bankers|NVC|Some not;bankers;trainers|All;bankers;trainers|No;trainers;bankers|No;bankers;trainers|Some;trainers;bankers|Some not;trainers;bankers|Some;bankers;trainers,No;bankers;trainers,single-choice,syllogistic,AO2,Eca,3.7797493333270253,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,9,No;cyclists;lifeguards/Some;divers;cyclists,All;lifeguards;divers|NVC|Some not;divers;lifeguards|All;divers;lifeguards|No;lifeguards;divers|No;divers;lifeguards|Some;lifeguards;divers|Some not;lifeguards;divers|Some;divers;lifeguards,Some not;lifeguards;divers,single-choice,syllogistic,EI2,Oac,5.404690000005054,,,False,True,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,10,All;actuaries;riders/All;designers;actuaries,All;riders;designers|NVC|Some not;designers;riders|All;designers;riders|No;riders;designers|No;designers;riders|Some;riders;designers|Some not;riders;designers|Some;designers;riders,All;designers;riders,single-choice,syllogistic,AA2,Aca,13.744025666663859,,,True,True,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,11,Some;golfers;teachers/No;bankers;golfers,All;teachers;bankers|NVC|Some not;bankers;teachers|All;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some;teachers;bankers|Some not;teachers;bankers|Some;bankers;teachers,No;bankers;teachers,single-choice,syllogistic,IE2,Eca,14.505668333334128,,,False,True,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,12,Some not;drivers;writers/All;writers;hikers,All;drivers;hikers|NVC|Some not;hikers;drivers|All;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some;drivers;hikers|Some not;drivers;hikers|Some;hikers;drivers,Some;drivers;hikers,single-choice,syllogistic,OA1,Iac,28.646182666668498,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,13,Some;judges;athletes/No;drillers;athletes,All;judges;drillers|NVC|Some not;drillers;judges|All;drillers;judges|No;judges;drillers|No;drillers;judges|Some;judges;drillers|Some not;judges;drillers|Some;drillers;judges,Some;drillers;judges,single-choice,syllogistic,IE3,Ica,2.3714486666719132,,,False,True,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,14,Some not;boxers;dancers/No;boxers;typists,All;dancers;typists|NVC|Some not;typists;dancers|All;typists;dancers|No;dancers;typists|No;typists;dancers|Some;dancers;typists|Some not;dancers;typists|Some;typists;dancers,No;dancers;typists,single-choice,syllogistic,OE4,Eac,6.365935666667888,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,15,Some;mayors;cleaners/Some not;cleaners;models,All;mayors;models|NVC|Some not;models;mayors|All;models;mayors|No;mayors;models|No;models;mayors|Some;mayors;models|Some not;mayors;models|Some;models;mayors,NVC,single-choice,syllogistic,IO1,NVC,2.3872733333309535,,,True,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,16,Some not;architects;boxers/Some not;architects;runners,All;boxers;runners|NVC|Some not;runners;boxers|All;runners;boxers|No;boxers;runners|No;runners;boxers|Some;boxers;runners|Some not;boxers;runners|Some;runners;boxers,Some;boxers;runners,single-choice,syllogistic,OO4,Iac,2.5698066666672665,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
EGJXUIONKA,17,Some not;campers;novelists/No;joggers;novelists,All;campers;joggers|NVC|Some not;joggers;campers|All;joggers;campers|No;campers;joggers|No;joggers;campers|Some;campers;joggers|Some not;campers;joggers|Some;joggers;campers,No;campers;joggers,single-choice,syllogistic,OE3,Eac,28.21574666666442,,,False,False,30,male,university,yes,yes,control,no,2,4,0,,
